Name,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Match Report,B/A Rule
Alisson,2022-05-14,Sat,FA Cup,Final,Away,D 0 (6)–0 (5),Liverpool,Chelsea,Y,GK,120,2,0,2,100,1,,0,0,0,0,Match Report,TRUE
Alisson,2022-05-17,Tue,Premier League,Matchweek 37,Away,W 2–1,Liverpool,Southampton,Y,GK,90,2,1,1,50,0,0.6,0,0,0,0,Match Report,TRUE
Alisson,2022-05-22,Sun,Premier League,Matchweek 38,Home,W 3–1,Liverpool,Wolves,Y,GK,90,5,1,4,80,0,1.5,0,0,0,0,Match Report,TRUE
Alisson,2022-05-28,Sat,Champions Lg,Final,Neutral,L 0–1,eng Liverpool,es Real Madrid,Y,GK,90,1,1,0,0,0,0.4,0,0,0,0,Match Report,TRUE
Alisson,2022-06-06,Mon,Friendlies (M),Friendlies (M),Neutral,W 1–0,br Brazil,jp Japan,Y,GK,90,,,,,1,,0,0,0,0,Match Report,TRUE
Ederson,2020-09-21,Mon,Premier League,Matchweek 2,Away,W 3–1,Manchester City,Wolves,Y,GK,90,1,1,0,0,0,0.1,0,0,0,0,Match Report,TRUE
Ederson,2020-09-27,Sun,Premier League,Matchweek 3,Home,L 2–5,Manchester City,Leicester City,Y,GK,90,7,5,2,71.4,0,4.4,3,3,0,0,Match Report,TRUE
Ederson,2020-10-03,Sat,Premier League,Matchweek 4,Away,D 1–1,Manchester City,Leeds United,Y,GK,90,7,1,6,85.7,0,3.3,0,0,0,0,Match Report,TRUE
Ederson,2020-10-17,Sat,Premier League,Matchweek 5,Home,W 1–0,Manchester City,Arsenal,Y,GK,90,3,0,3,100,1,0.3,0,0,0,0,Match Report,TRUE
Ederson,2020-10-21,Wed,Champions Lg,Group stage,Home,W 3–1,eng Manchester City,pt Porto,Y,GK,90,2,1,1,50,0,1.3,0,0,0,0,Match Report,TRUE
Ederson,2020-10-24,Sat,Premier League,Matchweek 6,Away,D 1–1,Manchester City,West Ham,Y,GK,90,2,1,1,50,0,0.2,0,0,0,0,Match Report,TRUE
Ederson,2020-10-27,Tue,Champions Lg,Group stage,Away,W 3–0,eng Manchester City,fr Marseille,Y,GK,90,2,0,2,100,1,0.3,0,0,0,0,Match Report,TRUE
Ederson,2020-10-31,Sat,Premier League,Matchweek 7,Away,W 1–0,Manchester City,Sheffield Utd,Y,GK,90,1,0,1,100,1,0.3,0,0,0,0,Match Report,TRUE
Ederson,2020-11-03,Tue,Champions Lg,Group stage,Home,W 3–0,eng Manchester City,gr Olympiacos,Y,GK,90,1,0,1,100,1,0,0,0,0,0,Match Report,TRUE
Ederson,2020-11-08,Sun,Premier League,Matchweek 8,Home,D 1–1,Manchester City,Liverpool,Y,GK,90,3,1,2,100,0,1.2,1,1,0,0,Match Report,TRUE
Ederson,2020-11-13,Fri,WCQ,WCQ — CONMEBOL (M),Home,W 1–0,br Brazil,ve Venezuela,Y,GK,90,1,0,1,100,1,,0,0,0,0,Match Report,TRUE
Ederson,2020-11-17,Tue,WCQ,WCQ — CONMEBOL (M),Away,W 2–0,br Brazil,uy Uruguay,Y,GK,90,0,0,0,,1,,0,0,0,0,Match Report,TRUE
Ederson,2020-11-21,Sat,Premier League,Matchweek 9,Away,L 0–2,Manchester City,Tottenham,Y,GK,90,2,2,0,0,0,1,0,0,0,0,Match Report,TRUE
Ederson,2020-11-25,Wed,Champions Lg,Group stage,Away,W 1–0,eng Manchester City,gr Olympiacos,Y,GK,90,0,0,0,,1,0,0,0,0,0,Match Report,TRUE
Ederson,2020-11-28,Sat,Premier League,Matchweek 10,Home,W 5–0,Manchester City,Burnley,Y,GK,90,1,0,1,100,1,0,0,0,0,0,Match Report,TRUE
Ederson,2020-12-01,Tue,Champions Lg,Group stage,Away,D 0–0,eng Manchester City,pt Porto,Y,GK,90,1,0,1,100,1,0.2,0,0,0,0,Match Report,TRUE
Ederson,2020-12-05,Sat,Premier League,Matchweek 11,Home,W 2–0,Manchester City,Fulham,Y,GK,90,1,0,1,100,1,0.4,0,0,0,0,Match Report,TRUE
Ederson,2020-12-12,Sat,Premier League,Matchweek 12,Away,D 0–0,Manchester City,Manchester Utd,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,Match Report,TRUE
Ederson,2020-12-15,Tue,Premier League,Matchweek 13,Home,D 1–1,Manchester City,West Brom,Y,GK,90,1,1,1,0,0,0.7,0,0,0,0,Match Report,TRUE
Ederson,2020-12-19,Sat,Premier League,Matchweek 14,Away,W 1–0,Manchester City,Southampton,Y,GK,90,3,0,3,100,1,0.1,0,0,0,0,Match Report,TRUE
Ederson,2020-12-26,Sat,Premier League,Matchweek 15,Home,W 2–0,Manchester City,Newcastle Utd,Y,GK,90,2,0,2,100,1,0.8,0,0,0,0,Match Report,TRUE
Ederson,2021-01-13,Wed,Premier League,Matchweek 18,Home,W 1–0,Manchester City,Brighton,Y,GK,90,1,0,1,100,1,0,0,0,0,0,Match Report,TRUE
Ederson,2021-01-17,Sun,Premier League,Matchweek 19,Home,W 4–0,Manchester City,Crystal Palace,Y,GK,90,0,0,0,,1,0,0,0,0,0,Match Report,TRUE
Ederson,2021-01-20,Wed,Premier League,Matchweek 1,Home,W 2–0,Manchester City,Aston Villa,Y,GK,90,4,0,4,100,1,0.8,0,0,0,0,Match Report,TRUE
Ederson,2021-01-26,Tue,Premier League,Matchweek 20,Away,W 5–0,Manchester City,West Brom,Y,GK,90,1,0,1,100,1,0.2,0,0,0,0,Match Report,TRUE
Ederson,2021-01-30,Sat,Premier League,Matchweek 21,Home,W 1–0,Manchester City,Sheffield Utd,Y,GK,90,1,0,1,100,1,0,0,0,0,0,Match Report,TRUE
Ederson,2021-02-03,Wed,Premier League,Matchweek 22,Away,W 2–0,Manchester City,Burnley,Y,GK,90,0,0,0,,1,0,0,0,0,0,Match Report,TRUE
Ederson,2021-02-07,Sun,Premier League,Matchweek 23,Away,W 4–1,Manchester City,Liverpool,Y,GK,90,3,1,2,100,0,1.2,1,1,0,0,Match Report,TRUE
Ederson,2021-02-13,Sat,Premier League,Matchweek 24,Home,W 3–0,Manchester City,Tottenham,Y,GK,90,3,0,3,100,1,0.6,0,0,0,0,Match Report,TRUE
Ederson,2021-02-17,Wed,Premier League,Matchweek 16,Away,W 3–1,Manchester City,Everton,Y,GK,90,2,1,1,50,0,1.1,0,0,0,0,Match Report,TRUE
Ederson,2021-02-21,Sun,Premier League,Matchweek 25,Away,W 1–0,Manchester City,Arsenal,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,Match Report,TRUE
Ederson,2021-02-24,Wed,Champions Lg,Round of 16,Neutral,W 2–0,eng Manchester City,de Gladbach,Y,GK,90,1,0,1,100,1,0.2,0,0,0,0,Match Report,TRUE
Ederson,2021-02-27,Sat,Premier League,Matchweek 26,Home,W 2–1,Manchester City,West Ham,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,Match Report,TRUE
Ederson,2021-03-02,Tue,Premier League,Matchweek 29,Home,W 4–1,Manchester City,Wolves,Y,GK,90,1,1,0,0,0,0.4,0,0,0,0,Match Report,TRUE
Ederson,2021-03-07,Sun,Premier League,Matchweek 27,Home,L 0–2,Manchester City,Manchester Utd,Y,GK,90,6,2,4,83.3,0,2.3,1,1,0,0,Match Report,TRUE
Ederson,2021-03-10,Wed,Premier League,Matchweek 33,Home,W 5–2,Manchester City,Southampton,Y,GK,90,6,2,4,83.3,0,1.9,1,1,0,0,Match Report,TRUE
Ederson,2021-03-13,Sat,Premier League,Matchweek 28,Away,W 3–0,Manchester City,Fulham,Y,GK,90,0,0,0,,1,0,0,0,0,0,Match Report,TRUE
Ederson,2021-03-16,Tue,Champions Lg,Round of 16,Neutral,W 2–0,eng Manchester City,de Gladbach,Y,GK,90,3,0,3,100,1,0.7,0,0,0,0,Match Report,TRUE
Ederson,2021-04-03,Sat,Premier League,Matchweek 30,Away,W 2–0,Manchester City,Leicester City,Y,GK,90,2,0,2,100,1,0.3,0,0,0,0,Match Report,TRUE
Ederson,2021-04-06,Tue,Champions Lg,Quarter-finals,Home,W 2–1,eng Manchester City,de Dortmund,Y,GK,90,3,1,2,66.7,0,1.4,0,0,0,0,Match Report,TRUE
Ederson,2021-04-10,Sat,Premier League,Matchweek 31,Home,L 1–2,Manchester City,Leeds United,Y,GK,90,2,2,0,0,0,0.2,0,0,0,0,Match Report,TRUE
Ederson,2021-04-14,Wed,Champions Lg,Quarter-finals,Away,W 2–1,eng Manchester City,de Dortmund,Y,GK,90,3,1,2,66.7,0,0.7,0,0,0,0,Match Report,TRUE
Ederson,2021-04-21,Wed,Premier League,Matchweek 32,Away,W 2–1,Manchester City,Aston Villa,Y,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,Match Report,TRUE
Ederson,2021-04-28,Wed,Champions Lg,Semi-finals,Away,W 2–1,eng Manchester City,fr Paris S-G,Y,GK,90,4,1,3,75,0,1,0,0,0,0,Match Report,TRUE
Ederson,2021-05-01,Sat,Premier League,Matchweek 34,Away,W 2–0,Manchester City,Crystal Palace,Y,GK,90,4,0,4,100,1,1.1,0,0,0,0,Match Report,TRUE
Ederson,2021-05-04,Tue,Champions Lg,Semi-finals,Home,W 2–0,eng Manchester City,fr Paris S-G,Y,GK,90,0,0,0,,1,0,0,0,0,0,Match Report,TRUE
Ederson,2021-05-08,Sat,Premier League,Matchweek 35,Home,L 1–2,Manchester City,Chelsea,Y,GK,90,5,2,3,60,0,1.1,0,0,0,0,Match Report,TRUE
Ederson,2021-05-18,Tue,Premier League,Matchweek 37,Away,L 2–3,Manchester City,Brighton,Y,GK,90,6,3,3,50,0,1.4,0,0,0,0,Match Report,TRUE
Ederson,2021-05-23,Sun,Premier League,Matchweek 38,Home,W 5–0,Manchester City,Everton,Y,GK,90,3,0,2,100,1,1.1,1,0,1,0,Match Report,TRUE
Ederson,2021-05-29,Sat,Champions Lg,Final,Neutral,L 0–1,eng Manchester City,eng Chelsea,Y,GK,90,2,1,1,50,0,0.7,0,0,0,0,Match Report,TRUE
Ederson,2021-06-08,Tue,WCQ,WCQ — CONMEBOL (M),Away,W 2–0,br Brazil,py Paraguay,Y,GK,90,3,0,3,100,1,,0,0,0,0,Match Report,TRUE
Ederson,2021-06-17,Thu,Copa América,Group stage,Neutral,W 4–0,br Brazil,pe Peru,Y,GK,90,2,0,2,100,1,0.9,0,0,0,0,Match Report,TRUE
